site_name,site_id,circuit_purpose,dsr_provider,dsr_speed,dsr_cost,dsr_ip,meraki_wan1_provider,wan1_ip,wan1_arin_provider,meraki_wan2_provider,wan2_ip,wan2_arin_provider,current_match,normalized_dsr_provider,normalized_wan1_arin,normalized_wan2_arin,wan1_arin_matches_dsr,wan2_arin_matches_dsr
TXD 61,TXD 61,Primary,Spectrum,600.0M x 35.0M,244.45,47.51.232.242,Spectrum,47.51.232.242,Charter Communications,AT&T Broadband II,45.19.251.177,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 61,TXD 61 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,45.19.251.177,Spectrum,47.51.232.242,Charter Communications,AT&T Broadband II,45.19.251.177,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 62,TXD 62,Primary,Cable One,300.0M x 50.0M,229.99,160.3.116.250,Cable One,160.3.116.250,"CABLE ONE, INC.",Digi,192.168.2.105,Private IP,WAN1,cable,cable,private,Yes,No
TXD 63,TXD 63,Primary,Cable One,300.0M x 50.0M,229.99,96.18.58.190,EB2-Windstream Fiber,66.217.154.90,Windstream Communications,Cable One,96.18.58.190,"CABLE ONE, INC.",WAN2,cable,windstream,cable,No,Yes
TXD 63,TXD 63 -B,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,209.00,66.217.154.90,EB2-Windstream Fiber,66.217.154.90,Windstream Communications,Cable One,96.18.58.190,"CABLE ONE, INC.",WAN1,windstream,windstream,cable,Yes,No
TXD 64,TXD 64,Primary,Spectrum,600.0M x 35.0M,244.45,47.51.224.214,Spectrum,47.51.224.214,Charter Communications,AT&T Broadband II,162.234.87.9,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 64,TXD 64 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,162.234.87.9,Spectrum,47.51.224.214,Charter Communications,AT&T Broadband II,162.234.87.9,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 65,TXD 65,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,172.3.101.25,AT&T Broadband II,172.3.101.25,AT&T,VZW Cell,192.168.0.151,Private IP,WAN1,at&t,at&t,private,Yes,No
TXD 66,TXD 66,Primary,Spectrum,600.0M x 35.0M,244.45,98.6.60.254,Spectrum,98.6.60.254,Charter Communications,AT&T Broadband II,75.8.32.121,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 66,TXD 66 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,75.8.32.121,Spectrum,98.6.60.254,Charter Communications,AT&T Broadband II,75.8.32.121,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 67,TXD 67,Primary,Spectrum,600.0M x 35.0M,172.23,192.154.182.110,AT&T Broadband II,108.69.141.65,AT&T,Spectrum,192.154.182.110,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
TXD 67,TXD 67 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.69.141.65,AT&T Broadband II,108.69.141.65,AT&T,Spectrum,192.154.182.110,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
TXD 68,TXD 68,Primary,Spectrum,600.0M x 35.0M,244.45,98.6.249.126,Spectrum,98.6.249.126,Charter Communications,VZW Cell,192.168.0.151,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXD 69,TXD 69,Primary,Spectrum,600.0M x 35.0M,244.45,24.240.248.6,Spectrum,24.240.248.6,Charter Communications,AT&T Broadband II,76.209.14.201,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 69,TXD 69 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,76.209.14.201,Spectrum,24.240.248.6,Charter Communications,AT&T Broadband II,76.209.14.201,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 70,TXD 70,Primary,Spectrum,940.0M x 35.0M,355.56,50.84.25.90,Spectrum,50.84.25.90,Charter Communications,Digi,192.168.2.195,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXD 72,TXD 72,Primary,AT&T Broadband II,500.0M x 100.0M,215.02,107.139.66.185,AT&T Broadband II,107.139.66.186,AT&T,VZW Cell,192.168.0.151,Private IP,WAN1,at&t,at&t,private,Yes,No
TXD 73,TXD 73,Primary,Spectrum,600.0M x 35.0M,244.45,98.6.124.154,Spectrum,98.6.124.154,Charter Communications,AT&T Broadband II,162.196.231.17,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 73,TXD 73- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.196.231.17,Spectrum,98.6.124.154,Charter Communications,AT&T Broadband II,162.196.231.17,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 74,TXD 74,Primary,Spectrum,600.0M x 35.0M,244.45,47.51.228.218,Spectrum,47.51.228.218,Charter Communications,AT&T Broadband II,45.19.254.89,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 74,TXD 74 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,45.19.254.89,Spectrum,47.51.228.218,Charter Communications,AT&T Broadband II,45.19.254.89,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 75,TXD 75,Primary,Spectrum,600.0M x 35.0M,244.45,68.187.43.70,Spectrum,68.187.43.70,Charter Communications,AT&T Broadband II,99.92.202.41,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 75,TXD 75 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.92.202.41,Spectrum,68.187.43.70,Charter Communications,AT&T Broadband II,99.92.202.41,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 76,TXD 76,Primary,Altice,500.0M x 50.0M,212.77,66.76.52.128,Contrera,192.168.37.27,Private IP,Altice,75.108.172.216,Optimum,WAN2,altice,private,optimum,No,No
TXD 77,TXD 77,Primary,Spectrum,600.0M x 35.0M,172.23,150.220.202.210,Spectrum,150.220.202.210,Charter Communications,EB2-Frontier Fiber,47.190.158.95,Frontier Communications,WAN1,spectrum,spectrum,frontier,Yes,No
TXD 77,TXD 77 -B,Secondary,EB2-Frontier Fiber,500.0M x 500.0M,245.00,47.190.158.95,Spectrum,150.220.202.210,Charter Communications,EB2-Frontier Fiber,47.190.158.95,Frontier Communications,WAN2,frontier,spectrum,frontier,No,Yes
TXD 78,TXD 78,Primary,Spectrum,600.0M x 35.0M,244.45,71.78.213.170,Spectrum,71.78.213.170,Charter Communications,VZW Cell,192.168.0.151,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXD 79,TXD 79,Primary,Altice,500.0M x 50.0M,212.77,66.76.70.123,Altice,66.76.70.123,Optimum,AT&T Broadband II,162.196.226.153,AT&T,WAN1,altice,optimum,at&t,No,No
TXD 79,TXD 79 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,162.196.226.153,Altice,66.76.70.123,Optimum,AT&T Broadband II,162.196.226.153,AT&T,WAN2,at&t,optimum,at&t,No,Yes
TXD 80,TXD 80,Primary,AT&T Broadband II,1000.0M x 200.0M,165.00,104.11.158.65,AT&T Broadband II,104.11.158.65,AT&T,VZW Cell,166.168.184.43,Verizon,WAN1,at&t,at&t,verizon,Yes,No
TXD 81,TXD 81,Primary,Spectrum,600.0M x 35.0M,244.45,70.115.32.30,EB2-Frontier Fiber,192.168.254.121,Private IP,Spectrum,70.115.32.30,Charter Communications,WAN2,spectrum,private,spectrum,No,Yes
TXD 81,TXD 81 -B,Secondary,EB2-Frontier Fiber,500.0M x 500.0M,245.00,47.190.112.121,EB2-Frontier Fiber,192.168.254.121,Private IP,Spectrum,70.115.32.30,Charter Communications,WAN1,frontier,private,spectrum,No,No
TXD 82,TXD 82,Primary,AT&T Broadband II,1000.0M x 200.0M,165.00,76.237.81.217,AT&T Broadband II,76.237.81.217,AT&T,Starlink,143.105.62.5,"SpaceX Services, Inc.",WAN1,at&t,at&t,spacex,Yes,No
TXD 83,TXD 83,Primary,Spectrum,940.0M x 35.0M,355.56,70.118.86.98,Spectrum,70.118.86.98,Charter Communications,AT&T Broadband II,107.134.207.177,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 83,TXD 83 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,107.134.207.177,Spectrum,70.118.86.98,Charter Communications,AT&T Broadband II,107.134.207.177,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 84,TXD 84,Primary,VyVe,500.0M x 50.0M,199.95,24.112.126.202,VyVe,24.112.126.202,Vyve Broadband,Digi,192.168.2.116,Private IP,WAN1,vyve,vyve,private,Yes,No
TXD 85,TXD 85,Primary,Spectrum,600.0M x 35.0M,172.23,70.118.99.238,Spectrum,70.118.99.238,Charter Communications,VZW Cell,192.168.0.152,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXD 86,TXD 86,Primary,Spectrum,600.0M x 35.0M,244.45,137.27.173.238,Spectrum,137.27.173.238,Charter Communications,Accelerated,192.168.2.138,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXD 87,TXD 87,Primary,Frontier FIOS,500.0M x 500.0M,124.99,47.190.70.186,Frontier FIOS,47.190.70.186,Frontier Communications,AT&T Cell,192.168.2.141,Private IP,WAN1,frontier,frontier,private,Yes,No
TXD 88,TXD 88,Primary,Altice West,500.0M x 50.0M,212.77,66.76.51.189,Altice West,66.76.51.189,Optimum,AT&T Broadband II,76.237.82.137,AT&T,WAN1,altice,optimum,at&t,No,No
TXD 88,TXD 88 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,76.237.82.137,Altice West,66.76.51.189,Optimum,AT&T Broadband II,76.237.82.137,AT&T,WAN2,at&t,optimum,at&t,No,Yes
TXD 89,TXD 89,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,104.54.182.97,AT&T Broadband II,104.54.182.97,AT&T,Spectrum,128.92.60.110,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
TXD 89,TXD 89 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,128.92.60.110,AT&T Broadband II,104.54.182.97,AT&T,Spectrum,128.92.60.110,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
TXD 90,TXD 90,Primary,East Texas Broadband,300.0M x 300.0M,300.00,NaN,East Texas Broadband,172.16.52.14,Private IP,CenturyLink/Embarq,71.37.162.185,CenturyLink,WAN1,east,private,centurylink,No,No
TXD 90,TXD 90,Secondary,CenturyLink/Embarq,40.0M x 5.0M,99.99,71.37.162.185,East Texas Broadband,172.16.52.14,Private IP,CenturyLink/Embarq,71.37.162.185,CenturyLink,WAN2,centurylink,private,centurylink,No,Yes
TXD 91,TXD 91,Primary,Frontier FIOS,200.0M x 200.0M,79.99,47.190.133.14,Frontier FIOS,47.190.133.14,Frontier Communications,Spectrum,131.150.64.226,Charter Communications,WAN1,frontier,frontier,spectrum,Yes,No
TXD 91,TXD 91 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,131.150.64.226,Frontier FIOS,47.190.133.14,Frontier Communications,Spectrum,131.150.64.226,Charter Communications,WAN2,spectrum,frontier,spectrum,No,Yes
TXD 92,TXD 92,Primary,AT&T Broadband II,200.0M x 200.0M,105.00,108.241.214.209,AT&T Broadband II,108.241.214.209,AT&T,Spectrum,131.150.70.90,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
TXD 92,TXD 92 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,131.150.70.90,AT&T Broadband II,108.241.214.209,AT&T,Spectrum,131.150.70.90,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
TXD 93,TXD 93,Primary,Altice West,100.0M x 10.0M,106.67,64.72.38.133,Altice West,64.72.38.133,Classic Communications,Starlink,192.168.0.45,Private IP,WAN1,altice,classic,private,No,No
TXD 94,TXD 94,Primary,Spectrum,600.0M x 35.0M,172.23,75.139.242.194,Spectrum,162.234.86.65,AT&T,AT&T Broadband II,75.139.242.194,Charter Communications,WAN1,spectrum,at&t,spectrum,No,Yes
TXD 94,TXD 94 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,162.234.86.65,Spectrum,162.234.86.65,AT&T,AT&T Broadband II,75.139.242.194,Charter Communications,WAN2,at&t,at&t,spectrum,Yes,No
TXD 95,TXD 95,Primary,Spectrum,600.0M x 35.0M,172.23,137.27.171.134,Spectrum,137.27.171.134,Charter Communications,VZW Cell,192.168.0.151,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXD 96,TXD 96,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.56.151.185,AT&T Broadband II,99.56.151.185,AT&T,Spectrum,172.87.154.102,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
TXD 96,TXD 96- B,Secondary,Spectrum,600.0M x 35.0M,172.23,172.87.154.102,AT&T Broadband II,99.56.151.185,AT&T,Spectrum,172.87.154.102,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
TXE 01,TXE 01,Primary,Spectrum,600.0M x 35.0M,172.23,150.220.202.206,Spectrum,150.220.202.206,Charter Communications,AT&T Broadband II,107.208.244.89,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXE 01,TXE 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,107.208.244.89,Spectrum,150.220.202.206,Charter Communications,AT&T Broadband II,107.208.244.89,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXE 02,TXE 02,Primary,Spectrum,600.0M x 35.0M,244.45,71.78.229.38,Spectrum,71.78.229.38,Charter Communications,AT&T Broadband II,99.44.225.241,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXE 02,TXE 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.44.225.241,Spectrum,71.78.229.38,Charter Communications,AT&T Broadband II,99.44.225.241,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXE 03,TXE 03,Primary,Spectrum,600.0M x 35.0M,244.45,50.84.87.14,Spectrum,50.84.87.14,Charter Communications,AT&T Broadband II,107.208.246.137,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXE 03,TXE 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,107.208.246.137,Spectrum,50.84.87.14,Charter Communications,AT&T Broadband II,107.208.246.137,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXE 05,TXE 05,Primary,Spectrum,600.0M x 35.0M,244.45,67.78.46.226,Spectrum,67.78.46.226,Charter Communications,AT&T Broadband II,99.32.12.233,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXE 05,TXE 05 -B,Secondary,AT&T Broadband II,100.0M x 100.0M,90.00,99.32.12.233,Spectrum,67.78.46.226,Charter Communications,AT&T Broadband II,99.32.12.233,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXE 06,TXE 06,Primary,Spectrum,600.0M x 35.0M,172.23,150.220.202.202,Spectrum,150.220.202.202,Charter Communications,AT&T Broadband II,99.32.12.89,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXE 06,TXE 06 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.32.12.89,Spectrum,150.220.202.202,Charter Communications,AT&T Broadband II,99.32.12.89,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXE 07,TXE 07,Primary,Spectrum,600.0M x 35.0M,244.45,71.78.116.106,Spectrum,71.78.116.106,Charter Communications,AT&T Broadband II,23.121.144.241,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXE 07,TXE 07 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,23.121.144.241,Spectrum,71.78.116.106,Charter Communications,AT&T Broadband II,23.121.144.241,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXG 01,TXG 01,Primary,AT&T Broadband II,2000.0M x 2000.0M,240.04,99.26.239.81,AT&T Broadband II,99.26.239.81,AT&T,Digi,166.195.38.28,AT&T,WAN1,at&t,at&t,at&t,Yes,Yes
TXG 03,TXG 03- B,Secondary,Comcast Workplace,600.0M x 35.0M,234.45,96.76.181.37,Comcast Workplace,,96.76.181.37,Comcast,Starlink,98.97.190.107,"SpaceX Services,",comcast,96.76.181.37,98.97.190.107,No,No
TXH 01,TXH 01,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,104.4.63.209,AT&T Broadband II,104.4.63.209,AT&T,Comcast Workplace,50.246.48.213,Comcast,WAN1,at&t,at&t,comcast,Yes,No
TXH 01,TXH 01 - B,Secondary,Comcast Workplace,600.0M x 35.0M,234.45,50.246.48.213,AT&T Broadband II,104.4.63.209,AT&T,Comcast Workplace,50.246.48.213,Comcast,WAN2,comcast,at&t,comcast,No,Yes
TXH 02,TXH 02,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.209.112.37,Comcast Workplace,50.209.112.37,Comcast,AT&T Broadband II,99.164.137.81,AT&T,WAN1,comcast,comcast,at&t,Yes,No
TXH 02,TXH 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.164.137.81,Comcast Workplace,50.209.112.37,Comcast,AT&T Broadband II,99.164.137.81,AT&T,WAN2,at&t,comcast,at&t,No,Yes
TXH 03,TXH 03,Primary,Comcast Workplace,600.0M x 35.0M,234.45,198.0.66.93,Comcast Workplace,198.0.66.93,Comcast,AT&T Broadband II,104.189.99.113,AT&T,WAN1,comcast,comcast,at&t,Yes,No
TXH 03,TXH 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.189.99.113,Comcast Workplace,198.0.66.93,Comcast,AT&T Broadband II,104.189.99.113,AT&T,WAN2,at&t,comcast,at&t,No,Yes
TXH 10,TXH 10,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.249.71.157,AT&T Broadband II,104.186.25.25,AT&T,Comcast Workplace,50.249.71.157,Comcast,WAN2,comcast,at&t,comcast,No,Yes
TXH 10,TXH 10 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.186.25.25,AT&T Broadband II,104.186.25.25,AT&T,Comcast Workplace,50.249.71.157,Comcast,WAN1,at&t,at&t,comcast,Yes,No
TXH 11,TXH 11- B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.164.141.137,"Comcast Cable Communications, LLC",96.73.97.181,Comcast,AT&T Broadband II,99.164.141.137,AT&T,WAN2,at&t,comcast,at&t,No,Yes
TXH 12,TXH 12,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.209.113.197,Comcast Workplace,50.209.113.197,Comcast,AT&T Broadband II,104.61.44.73,AT&T,WAN1,comcast,comcast,at&t,Yes,No
TXH 12,TXH 12 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.61.44.73,Comcast Workplace,50.209.113.197,Comcast,AT&T Broadband II,104.61.44.73,AT&T,WAN2,at&t,comcast,at&t,No,Yes
TXH 15,TXH 15,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.209.122.101,Comcast Workplace,50.209.122.101,Comcast,AT&T Broadband II,172.10.171.129,AT&T,WAN1,comcast,comcast,at&t,Yes,No
TXH 15,TXH 15 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,172.10.171.129,Comcast Workplace,50.209.122.101,Comcast,AT&T Broadband II,172.10.171.129,AT&T,WAN2,at&t,comcast,at&t,No,Yes
TXH 16,TXH 16,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.209.116.117,Comcast Workplace,50.209.116.117,Comcast,AT&T Cell,192.168.2.223,Private IP,WAN1,comcast,comcast,private,Yes,No
TXH 17,TXH 17- B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.76.17.49,Comcast,96.79.164.129,Comcast,AT&T Broadband II,99.76.17.49,AT&T,WAN2,at&t,comcast,at&t,No,Yes
TXH 18,TXH 18,Primary,Comcast Workplace,250.0M x 25.0M,186.18,173.11.161.13,Comcast Workplace,173.11.161.13,Comcast,AT&T Broadband II,69.238.222.97,AT&T,WAN1,comcast,comcast,at&t,Yes,No
TXH 18,TXH 18 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,69.238.222.97,Comcast Workplace,173.11.161.13,Comcast,AT&T Broadband II,69.238.222.97,AT&T,WAN2,at&t,comcast,at&t,No,Yes
TXH 20,TXH 20,Primary,Comcast Workplace,250.0M x 25.0M,186.18,50.213.171.5,AT&T Broadband II,108.65.53.145,AT&T,Comcast Workplace,50.213.171.5,Comcast,WAN2,comcast,at&t,comcast,No,Yes
TXH 20,TXH 20 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.65.53.145,AT&T Broadband II,108.65.53.145,AT&T,Comcast Workplace,50.213.171.5,Comcast,WAN1,at&t,at&t,comcast,Yes,No
TXH 21,TXH 21,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.192.76.253,Comcast Workplace,50.192.76.253,Comcast,AT&T Broadband II,104.189.97.233,AT&T,WAN1,comcast,comcast,at&t,Yes,No
TXH 21,TXH 21 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.189.97.233,Comcast Workplace,50.192.76.253,Comcast,AT&T Broadband II,104.189.97.233,AT&T,WAN2,at&t,comcast,at&t,No,Yes
TXH 22,TXH 22,Primary,Altice,500.0M x 50.0M,212.77,208.180.4.52,Altice,208.180.4.52,Optimum,VZW Cell,192.168.0.151,Private IP,WAN1,altice,optimum,private,No,No
TXH 23,TXH 23,Primary,Altice West,500.0M x 50.0M,222.23,66.76.13.154,Optimum,66.76.13.154,Optimum,Digi,192.168.2.100,Private IP,No Match,altice,optimum,private,No,No
TXH 24,TXH 24- B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.111.248.9,Comcast,96.76.185.213,Comcast,AT&T Broadband II,99.111.248.9,AT&T,WAN2,at&t,comcast,at&t,No,Yes
TXH 26,TXH 26,Primary,Spectrum,600.0M x 35.0M,244.45,97.77.145.54,Spectrum,97.77.145.54,Charter Communications,VZW Cell,166.180.159.156,Verizon,WAN1,spectrum,spectrum,verizon,Yes,No
TXH 27,TXH 27,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.209.109.97,Comcast Workplace,50.209.109.97,Comcast,AT&T Broadband II,172.0.227.121,AT&T,WAN1,comcast,comcast,at&t,Yes,No
TXH 27,TXH 27 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,172.0.227.121,Comcast Workplace,50.209.109.97,Comcast,AT&T Broadband II,172.0.227.121,AT&T,WAN2,at&t,comcast,at&t,No,Yes
TXH 29,TXH 29,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.65.228.173,Comcast Workplace,96.65.228.173,Comcast,AT&T Broadband II,107.221.105.225,AT&T,WAN1,comcast,comcast,at&t,Yes,No
TXH 29,TXH 29 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,107.221.105.225,Comcast Workplace,96.65.228.173,Comcast,AT&T Broadband II,107.221.105.225,AT&T,WAN2,at&t,comcast,at&t,No,Yes
TXH 30,TXH 30,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.209.107.161,Comcast Workplace,50.209.107.161,Comcast,AT&T Broadband II,104.50.78.41,AT&T,WAN1,comcast,comcast,at&t,Yes,No
TXH 30,TXH 30 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.50.78.41,Comcast Workplace,50.209.107.161,Comcast,AT&T Broadband II,104.50.78.41,AT&T,WAN2,at&t,comcast,at&t,No,Yes
TXH 31,TXH 31,Primary,Comcast Workplace,300.0M x 30.0M,175.56,96.73.85.37,Comcast Workplace,96.73.85.37,Comcast,AT&T Broadband II,108.193.95.209,AT&T,WAN1,comcast,comcast,at&t,Yes,No
TXH 31,TXH 31 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.193.95.209,Comcast Workplace,96.73.85.37,Comcast,AT&T Broadband II,108.193.95.209,AT&T,WAN2,at&t,comcast,at&t,No,Yes
TXH 33,TXH 33,Primary,Comcast Workplace,300.0M x 30.0M,175.56,198.0.88.13,AT&T Broadband II,172.0.229.77,AT&T,Comcast Workplace,198.0.88.13,Comcast,WAN2,comcast,at&t,comcast,No,Yes
TXH 33,TXH 33 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,172.0.229.73,AT&T Broadband II,172.0.229.77,AT&T,Comcast Workplace,198.0.88.13,Comcast,WAN1,at&t,at&t,comcast,Yes,No
TXH 34,TXH 34- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,23.126.108.177,AT&T Broadband II,23.126.108.177,AT&T,Starlink,143.105.61.89,"SpaceX Services, Inc.",WAN1,at&t,at&t,spacex,Yes,No
TXH 37,TXH 37,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.188.80.85,Comcast Workplace,50.188.80.85,Comcast,AT&T Broadband II,75.9.241.201,AT&T,WAN1,comcast,comcast,at&t,Yes,No
TXH 37,TXH 37 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,75.9.241.201,Comcast Workplace,50.188.80.85,Comcast,AT&T Broadband II,75.9.241.201,AT&T,WAN2,at&t,comcast,at&t,No,Yes
TXH 39,TXH 39,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.197.200.25,AT&T Broadband II,108.65.52.17,AT&T,Comcast Workplace,50.197.200.25,Comcast,WAN2,comcast,at&t,comcast,No,Yes
TXH 39,TXH 39- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.65.52.17,AT&T Broadband II,108.65.52.17,AT&T,Comcast Workplace,50.197.200.25,Comcast,WAN1,at&t,at&t,comcast,Yes,No
TXH 43,TXH 43,Primary,Altice West,500.0M x 50.0M,222.23,208.180.223.58,"AT&T Enterprises, LLC",108.249.194.9,AT&T,Optimum,208.180.223.58,Optimum,No Match,altice,at&t,optimum,No,No
TXH 43,TXH 43 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.249.194.9,"AT&T Enterprises, LLC",108.249.194.9,AT&T,Optimum,208.180.223.58,Optimum,No Match,at&t,at&t,optimum,Yes,No
TXH 45,TXH 45,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.194.168.221,Comcast Workplace,50.194.168.221,LONE STAR ICE HOUSE,Digi,192.168.2.249,Private IP,WAN1,comcast,lone,private,No,No
TXH 46,TXH 46,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.93.81.173,Comcast Workplace,96.93.81.173,Comcast,Digi,192.168.0.151,Private IP,WAN1,comcast,comcast,private,Yes,No
TXH 48,TXH 48,Primary,Altice,500.0M x 50.0M,212.77,173.219.22.185,Optimum,173.219.22.185,Optimum,AT&T Cell,192.168.2.131,Private IP,No Match,altice,optimum,private,No,No
TXH 49,TXH 49,Primary,Comcast Workplace,600.0M x 35.0M,234.45,74.95.149.213,Comcast Workplace,74.95.149.213,Comcast,Starlink,129.224.198.101,"SpaceX Services, Inc.",WAN1,comcast,comcast,spacex,Yes,No
TXH 50,TXH 50,Primary,AT&T Broadband II,300.0M x 300.0M,105.01,99.65.252.65,AT&T Broadband II,99.65.252.65,AT&T,Digi,107.80.178.147,AT&T,WAN1,at&t,at&t,at&t,Yes,Yes
TXH 51,TXH 51,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.209.113.169,Comcast Workplace,50.209.113.169,Comcast,Digi,192.168.2.147,Private IP,WAN1,comcast,comcast,private,Yes,No
TXH 53,TXH 53 - B,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.73.110.89,AT&T Broadband II,108.249.194.5,AT&T,Comcast Workplace,96.73.110.89,Comcast,WAN2,comcast,at&t,comcast,No,Yes
